variant,model,reference,metric,estimate,ci_low,ci_high,valid_replicates
freshness_180,target_native__harmonized_last_values,corrected_primary_source_raw,brier,-0.2799584396212361,-0.3476990570616842,-0.17534594811352144,1000
freshness_180,target_native__harmonized_last_values,corrected_primary_source_raw,calibration_intercept,0.387023366848769,0.1585331061029157,0.6900615499669727,1000
freshness_180,target_native__harmonized_last_values,corrected_primary_source_raw,calibration_slope,0.7542598582804662,0.40876102646368656,1.0061124635283594,1000
freshness_180,target_native__harmonized_last_values,corrected_primary_source_raw,mean_predicted_risk,-0.4176636455518392,-0.5068401417757106,-0.212135093638335,1000
freshness_180,target_native__harmonized_dynamic_vitals,corrected_primary_source_raw,auroc,0.11060581407213954,0.02461430464179111,0.1544483180547172,1000
freshness_180,target_native__harmonized_dynamic_vitals,corrected_primary_source_raw,auprc,0.10812327279807021,0.027255120996766455,0.1453799505099244,1000
freshness_180,target_native__harmonized_dynamic_vitals,corrected_primary_source_raw,brier,-0.27991228652640787,-0.3482603935050521,-0.17147086237608722,1000
freshness_180,target_native__harmonized_dynamic_vitals,corrected_primary_source_raw,calibration_intercept,0.36588703707002557,0.11835523876815116,0.7084958940981115,1000
freshness_180,target_native__harmonized_dynamic_vitals,corrected_primary_source_raw,calibration_slope,0.5398258511083612,0.23266182170423302,0.6974826204957443,1000
freshness_180,target_native__harmonized_dynamic_vitals,corrected_primary_source_raw,mean_predicted_risk,-0.4265711058453847,-0.5183034210857336,-0.2319866425855636,1000
freshness_180,source_trained__corrected_primary__harmonized_last_values,corrected_primary_source_raw,auroc,0.0021290502284867507,-0.04936978704996316,0.034028392458303934,1000
freshness_180,source_trained__corrected_primary__harmonized_last_values,corrected_primary_source_raw,auprc,0.013624363571600906,-0.01922504642192277,0.04018868648801199,1000
freshness_180,source_trained__corrected_primary__harmonized_last_values,corrected_primary_source_raw,brier,-0.2689459509273392,-0.3360397600515881,-0.17237125807855566,1000
freshness_180,source_trained__corrected_primary__harmonized_last_values,corrected_primary_source_raw,calibration_intercept,0.2877498004569455,-0.025549174020438936,0.6851363056841577,1000
freshness_180,source_trained__corrected_primary__harmonized_last_values,corrected_primary_source_raw,calibration_slope,0.1108051462042652,-0.07031187368440553,0.2630326916287082,1000
freshness_180,source_trained__corrected_primary__harmonized_last_values,corrected_primary_source_raw,mean_predicted_risk,-0.4813257415335594,-0.566342171681376,-0.289757670010592,1000
freshness_180,source_trained__corrected_primary__harmonized_dynamic_vitals,corrected_primary_source_raw,auroc,0.02934338656878177,-0.027965490760352256,0.05935438149494704,1000
freshness_180,source_trained__corrected_primary__harmonized_dynamic_vitals,corrected_primary_source_raw,auprc,0.0470267514945224,-0.003270424352673798,0.0727366411772945,1000
freshness_180,source_trained__corrected_primary__harmonized_dynamic_vitals,corrected_primary_source_raw,brier,-0.269043030202764,-0.3376240979467974,-0.1720953499156376,1000
freshness_180,source_trained__corrected_primary__harmonized_dynamic_vitals,corrected_primary_source_raw,calibration_intercept,0.34432216701115925,-0.000151086534232171,0.7588017277655625,1000
freshness_180,source_trained__corrected_primary__harmonized_dynamic_vitals,corrected_primary_source_raw,calibration_slope,0.16724225363394363,-0.008595341751273026,0.2934019675165846,1000
freshness_180,source_trained__corrected_primary__harmonized_dynamic_vitals,corrected_primary_source_raw,mean_predicted_risk,-0.5052310016455421,-0.5891284259644386,-0.3267555085042949,1000
freshness_180,source_trained__corrected_strict__harmonized_last_values,corrected_primary_source_raw,auroc,0.004892402986186095,-0.046422713125663775,0.03696810211771945,1000
freshness_180,source_trained__corrected_strict__harmonized_last_values,corrected_primary_source_raw,auprc,0.01651602781284567,-0.016936997680129247,0.043889908844322555,1000
freshness_180,source_trained__corrected_strict__harmonized_last_values,corrected_primary_source_raw,brier,-0.269327849846683,-0.33633503988651486,-0.1723938745553573,1000
freshness_180,source_trained__corrected_strict__harmonized_last_values,corrected_primary_source_raw,calibration_intercept,0.2914703717568607,-0.01905545836081787,0.6867714200294648,1000
freshness_180,source_trained__corrected_strict__harmonized_last_values,corrected_primary_source_raw,calibration_slope,0.1211467096625475,-0.06004559564671078,0.27508392371531887,1000
freshness_180,source_trained__corrected_strict__harmonized_last_values,corrected_primary_source_raw,mean_predicted_risk,-0.4788220909500127,-0.5639596042106124,-0.28756574536300394,1000
freshness_180,source_trained__corrected_strict__harmonized_dynamic_vitals,corrected_primary_source_raw,auroc,0.030250714969263903,-0.025765847730341546,0.059687309516416216,1000
freshness_180,source_trained__corrected_strict__harmonized_dynamic_vitals,corrected_primary_source_raw,auprc,0.047795800143995815,-0.0007166771248788709,0.07375785624320465,1000
freshness_180,source_trained__corrected_strict__harmonized_dynamic_vitals,corrected_primary_source_raw,brier,-0.2697138739688416,-0.33813175125402023,-0.1729328024905936,1000
freshness_180,source_trained__corrected_strict__harmonized_dynamic_vitals,corrected_primary_source_raw,calibration_intercept,0.3484668112973512,0.005765563068968856,0.7598202941201336,1000
freshness_180,source_trained__corrected_strict__harmonized_dynamic_vitals,corrected_primary_source_raw,calibration_slope,0.1806907588528449,0.0033208463095627267,0.30726799344637323,1000
freshness_180,source_trained__corrected_strict__harmonized_dynamic_vitals,corrected_primary_source_raw,mean_predicted_risk,-0.5013562310890303,-0.5853898535582988,-0.32306503169147643,1000
