artifact,variant,model,field,reported_value,reproduced_value,difference,tolerance,judgement,metric,reference
primary_traceable_performance.csv,primary_traceable,target_native_refit,brier,0.2155669600771221,0.2155744718226065,7.511745484412025e-06,1e-10,DIFFERENCE,,
primary_traceable_performance.csv,primary_traceable,target_native_refit,calibration_intercept,-0.1214704501260513,-0.1216197892546506,-0.0001493391285992962,1e-10,DIFFERENCE,,
primary_traceable_performance.csv,primary_traceable,target_native_refit,calibration_slope,0.8349359901582046,0.8346827489624844,-0.00025324119572023296,1e-10,DIFFERENCE,,
primary_traceable_performance.csv,primary_traceable,target_native_refit,mean_predicted_risk,0.355500717181781,0.3555048770313861,4.159849605112065e-06,1e-10,DIFFERENCE,,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,estimate,0.3409961457724925,0.3415080414040652,0.000511895631572723,1e-08,DIFFERENCE,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_low,0.2749343558510795,0.2759732083358222,0.0010388524847426694,1e-08,DIFFERENCE,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_high,0.3901844592477005,0.39043329640944,0.0002488371617395124,1e-08,DIFFERENCE,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,valid_replicates,1000.0,1000.0,0.0,1e-08,match,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,attempted_replicates,1000.0,1000.0,0.0,1e-08,match,auprc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,estimate,0.5039718371487103,0.5045088406690665,0.0005370035203562384,1e-08,DIFFERENCE,auroc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_low,0.4628068981476826,0.4630695603217777,0.0002626621740950963,1e-08,DIFFERENCE,auroc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_high,0.5382428145171112,0.5386650072671737,0.0004221927500625,1e-08,DIFFERENCE,auroc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,valid_replicates,1000.0,1000.0,0.0,1e-08,match,auroc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,attempted_replicates,1000.0,1000.0,0.0,1e-08,match,auroc,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,estimate,0.3943792598104712,0.3936106664481869,-0.0007685933622843533,1e-08,DIFFERENCE,brier,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_low,0.3559391784245322,0.3549075584392284,-0.0010316199853038222,1e-08,DIFFERENCE,brier,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_high,0.4205687634621824,0.4199682742645401,-0.0006004891976423288,1e-08,DIFFERENCE,brier,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,valid_replicates,1000.0,1000.0,0.0,1e-08,match,brier,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,attempted_replicates,1000.0,1000.0,0.0,1e-08,match,brier,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,estimate,-0.6251493536890372,-0.6256093053483488,-0.0004599516593115638,1e-08,DIFFERENCE,calibration_intercept,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_low,-0.8940578194065103,-0.8946456164641713,-0.0005877970576609881,1e-08,DIFFERENCE,calibration_intercept,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_high,-0.4313723151921334,-0.4315650358027045,-0.00019272061057107326,1e-08,DIFFERENCE,calibration_intercept,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,valid_replicates,997.0,999.0,2.0,1e-08,DIFFERENCE,calibration_intercept,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,attempted_replicates,1000.0,1000.0,0.0,1e-08,match,calibration_intercept,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,estimate,0.04631167184706,0.0466568450375928,0.00034517319053280204,1e-08,DIFFERENCE,calibration_slope,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_low,-0.0142598254378798,-0.0144738719558244,-0.0002140465179445994,1e-08,DIFFERENCE,calibration_slope,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_high,0.0974094656615394,0.0985771934158558,0.0011677277543164083,1e-08,DIFFERENCE,calibration_slope,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,valid_replicates,997.0,999.0,2.0,1e-08,DIFFERENCE,calibration_slope,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,attempted_replicates,1000.0,1000.0,0.0,1e-08,match,calibration_slope,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,estimate,0.590467544372502,0.5897304853792235,-0.0007370589932785832,1e-08,DIFFERENCE,mean_predicted_risk,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_low,0.4026590364870579,0.4022877209916765,-0.00037131549538144126,1e-08,DIFFERENCE,mean_predicted_risk,
primary_traceable_hospital_CI.csv,primary_traceable,corrected_primary_source_intercept_recalibrated,ci_high,0.6956050046788245,0.6950999138074184,-0.0005050908714060443,1e-08,DIFFERENCE,mean_predicted_risk,
