variant,model,n,hospitals,events,prevalence,status,auroc,auprc,brier,calibration_intercept,calibration_slope,mean_predicted_risk
gap_60,corrected_primary_source_raw,1839,37,482,0.26209896682979883,estimated,0.507032843378578,0.25628395574068663,0.5790210451635995,-1.173478110600032,0.03922789276696493,0.8188630617759927
gap_60,corrected_primary_source_intercept_recalibrated,1839,37,482,0.26209896682979883,estimated,0.507032843378578,0.25628395574068663,0.33573919766713783,-1.00604341048348,0.03890311532685998,0.48705908758956085
gap_60,corrected_primary_source_logistic_recalibrated,1839,37,482,0.26209896682979883,estimated,0.4929671566214221,0.25316859734961655,0.19418933447725445,-20.971487277148462,-22.186932596731637,0.28937326997182106
gap_60,corrected_strict_source_raw,1839,37,482,0.26209896682979883,estimated,0.5072835795338142,0.25574678119508604,0.5802763383368305,-1.1771802644268388,0.039538089287465834,0.8210487680431902
gap_60,corrected_strict_source_intercept_recalibrated,1839,37,482,0.26209896682979883,estimated,0.5072835795338142,0.255746781195086,0.3351178784085597,-1.0053424102583257,0.03921697691410488,0.48723338473056793
gap_60,corrected_strict_source_logistic_recalibrated,1839,37,482,0.26209896682979883,estimated,0.4927164204661857,0.253309057069231,0.19418678792870692,-32.17751460773461,-34.701877316106994,0.28959738365448906
gap_60,target_native_refit,1839,37,482,0.26209896682979883,estimated,0.5858343245565487,0.32346265023026277,0.1919687574220573,-0.5736361336250145,0.43322654758022017,0.26519113050077053
gap_60,target_native__harmonized_last_values,1839,37,482,0.26209896682979883,estimated,0.5884945740084455,0.33487499526960307,0.1911084151808158,-0.5189297460178957,0.5604432505604341,0.2880300883867616
gap_60,target_native__harmonized_dynamic_vitals,1839,37,482,0.26209896682979883,estimated,0.5910890816635427,0.3381246320153508,0.19125175145788972,-0.5609162475481473,0.49066996525134865,0.2826595939698685
gap_60,source_trained__corrected_primary__harmonized_dynamic_vitals,1839,37,482,0.26209896682979883,estimated,0.5241914523433129,0.2828883049466193,0.20880692756622213,-0.9553164657070516,0.11772657458121502,0.35147980477194385
gap_60,source_trained__corrected_primary__harmonized_last_values,1839,37,482,0.26209896682979883,estimated,0.4905102480759058,0.25128354096495953,0.2163644780879151,-1.0410372667596042,-0.010619871079407492,0.3791210627290734
gap_60,source_trained__corrected_strict__harmonized_dynamic_vitals,1839,37,482,0.26209896682979883,estimated,0.5243657445487819,0.2829929644443588,0.20962945549551487,-0.9559576400721891,0.12148503794470751,0.3568618490517614
gap_60,source_trained__corrected_strict__harmonized_last_values,1839,37,482,0.26209896682979883,estimated,0.49302984066023114,0.2530778288752046,0.21702635740086473,-1.0370949748518568,-0.0036932293011819133,0.38259579229525986
