variant,model,metric,estimate,ci_low,ci_high,valid_replicates,attempted_replicates
primary_traceable,corrected_primary_source_raw,auroc,0.5045088406690665,0.46306956032177776,0.5386650072671737,1000,1000
primary_traceable,corrected_primary_source_raw,auprc,0.3415080414040652,0.27597320833582223,0.39043329640944,1000,1000
primary_traceable,corrected_primary_source_raw,brier,0.5196946009319205,0.44934264893140685,0.5647524947716445,1000,1000
primary_traceable,corrected_primary_source_raw,calibration_intercept,-0.7898667962771421,-1.0880901261685945,-0.49479530326004184,1000,1000
primary_traceable,corrected_primary_source_raw,calibration_slope,0.04684899720175029,-0.012904833412250431,0.09833796034206453,1000,1000
primary_traceable,corrected_primary_source_raw,mean_predicted_risk,0.8252167631637634,0.6701845584762058,0.9097545475182512,1000,1000
primary_traceable,corrected_primary_source_intercept_recalibrated,auroc,0.5045088406690665,0.46306956032177776,0.5386650072671737,1000,1000
primary_traceable,corrected_primary_source_intercept_recalibrated,auprc,0.3415080414040652,0.27597320833582223,0.39043329640944,1000,1000
primary_traceable,corrected_primary_source_intercept_recalibrated,brier,0.3936106664481869,0.3549075584392284,0.4199682742645401,1000,1000
primary_traceable,corrected_primary_source_intercept_recalibrated,calibration_intercept,-0.6256093053483488,-0.8946456164641713,-0.4315650358027045,999,1000
primary_traceable,corrected_primary_source_intercept_recalibrated,calibration_slope,0.04665684503759287,-0.014473871955824471,0.09857719341585582,999,1000
primary_traceable,corrected_primary_source_intercept_recalibrated,mean_predicted_risk,0.5897304853792235,0.40228772099167653,0.6950999138074184,1000,1000
primary_traceable,corrected_primary_source_logistic_recalibrated,auroc,0.49549115933093335,0.4613349927328262,0.5369304396782221,1000,1000
primary_traceable,corrected_primary_source_logistic_recalibrated,auprc,0.3356947370429475,0.27750093357583766,0.39729073047494967,1000,1000
primary_traceable,corrected_primary_source_logistic_recalibrated,brier,0.2275072393883405,0.20794993576469276,0.24224916327143955,1000,1000
primary_traceable,corrected_primary_source_logistic_recalibrated,calibration_intercept,-4.363231734137042,-8.535460965427442,0.2488887091007063,1000,1000
primary_traceable,corrected_primary_source_logistic_recalibrated,calibration_slope,-5.732373140524176,-12.032455799798784,1.5790147371623433,1000,1000
primary_traceable,corrected_primary_source_logistic_recalibrated,mean_predicted_risk,0.3425947206519409,0.3411122284200969,0.34524836730422453,1000,1000
primary_traceable,corrected_strict_source_raw,auroc,0.5043099504763421,0.46291288744752346,0.5381549557335313,1000,1000
primary_traceable,corrected_strict_source_raw,auprc,0.34059108826000073,0.27578943911294895,0.38918406395920074,1000,1000
primary_traceable,corrected_strict_source_raw,brier,0.5206762900016036,0.45015444974650837,0.5657694049233994,1000,1000
primary_traceable,corrected_strict_source_raw,calibration_intercept,-0.7944276166185825,-1.0947327489706271,-0.4974476353431501,1000,1000
primary_traceable,corrected_strict_source_raw,calibration_slope,0.047248807059799766,-0.011876994136141168,0.09854952813468995,1000,1000
primary_traceable,corrected_strict_source_raw,mean_predicted_risk,0.8274521171853949,0.6732021726502202,0.9115744610155774,1000,1000
primary_traceable,corrected_strict_source_intercept_recalibrated,auroc,0.5043099504763421,0.46291288744752346,0.5381549557335313,1000,1000
primary_traceable,corrected_strict_source_intercept_recalibrated,auprc,0.34059108826000073,0.27578943911294895,0.38918406395920074,1000,1000
primary_traceable,corrected_strict_source_intercept_recalibrated,brier,0.3935258328418326,0.3552266877190781,0.4196753707710739,1000,1000
primary_traceable,corrected_strict_source_intercept_recalibrated,calibration_intercept,-0.6251676434154637,-0.8934695598923068,-0.43160336011092815,997,1000
primary_traceable,corrected_strict_source_intercept_recalibrated,calibration_slope,0.047060428787845734,-0.013424790042614038,0.09885029535302302,997,1000
primary_traceable,corrected_strict_source_intercept_recalibrated,mean_predicted_risk,0.5904024540775301,0.4023075996255963,0.6957932531960301,1000,1000
primary_traceable,corrected_strict_source_logistic_recalibrated,auroc,0.495690049523658,0.4618450442664687,0.5370871125524764,1000,1000
primary_traceable,corrected_strict_source_logistic_recalibrated,auprc,0.3359249328061525,0.2777813080469229,0.3977368956220233,1000,1000
primary_traceable,corrected_strict_source_logistic_recalibrated,brier,0.2274835163317166,0.2079480785472039,0.24219265382254027,1000,1000
primary_traceable,corrected_strict_source_logistic_recalibrated,calibration_intercept,-4.703778570447802,-9.174940487761925,0.1944267314871994,1000,1000
primary_traceable,corrected_strict_source_logistic_recalibrated,calibration_slope,-6.2649868134623325,-13.067203076072074,1.5748364168860662,1000,1000
primary_traceable,corrected_strict_source_logistic_recalibrated,mean_predicted_risk,0.3428333467377604,0.341458939460294,0.3453009328326629,1000,1000
primary_traceable,target_native_refit,auroc,0.6324499293939815,0.599727880415101,0.6580075046924674,1000,1000
primary_traceable,target_native_refit,auprc,0.4725743998520904,0.4028707719967112,0.5244850879679333,1000,1000
primary_traceable,target_native_refit,brier,0.21557447182260656,0.194723929796053,0.23066249785617557,1000,1000
primary_traceable,target_native_refit,calibration_intercept,-0.12161978925465067,-0.4227600415874606,0.04230212277613516,1000,1000
primary_traceable,target_native_refit,calibration_slope,0.8346827489624844,0.6236697343973198,0.9813299225546976,1000,1000
primary_traceable,target_native_refit,mean_predicted_risk,0.3555048770313861,0.3288075508935006,0.3759372916679103,1000,1000
primary_traceable,target_native__harmonized_last_values,auroc,0.6116818154696791,0.5832171289138466,0.6483495604390381,1000,1000
primary_traceable,target_native__harmonized_last_values,auprc,0.46399281138064563,0.40780636488830524,0.5133575286158456,1000,1000
primary_traceable,target_native__harmonized_last_values,brier,0.21934215883861968,0.20064336954165918,0.23238792159077978,1000,1000
primary_traceable,target_native__harmonized_last_values,calibration_intercept,-0.12267512431552999,-0.38787632371240927,0.04760483318041276,1000,1000
primary_traceable,target_native__harmonized_last_values,calibration_slope,0.9855131258851455,0.7275178545024547,1.3319908701861989,1000,1000
primary_traceable,target_native__harmonized_last_values,mean_predicted_risk,0.37458581180554895,0.3681427349009861,0.38514144357510893,1000,1000
primary_traceable,target_native__harmonized_dynamic_vitals,auroc,0.6294655820521491,0.5927782140437089,0.6550850005584639,1000,1000
primary_traceable,target_native__harmonized_dynamic_vitals,auprc,0.4790027564313084,0.405006410745991,0.5287418241849832,1000,1000
primary_traceable,target_native__harmonized_dynamic_vitals,brier,0.21592150325420648,0.19719547512588856,0.2295215177261195,1000,1000
primary_traceable,target_native__harmonized_dynamic_vitals,calibration_intercept,-0.1461419887247955,-0.4175054158466801,0.005661707750828154,1000,1000
primary_traceable,target_native__harmonized_dynamic_vitals,calibration_slope,0.8676667043512981,0.6507761570653139,1.0359245373133157,1000,1000
primary_traceable,target_native__harmonized_dynamic_vitals,mean_predicted_risk,0.3660443981136269,0.3455176760487182,0.38169452991255737,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_dynamic_vitals,auroc,0.5043467451619961,0.45549937899224546,0.5326337944245984,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_dynamic_vitals,auprc,0.36503515689341076,0.281841872541182,0.4241134564065263,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_dynamic_vitals,brier,0.23778176854546867,0.21907939592950823,0.2519776748104561,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_dynamic_vitals,calibration_intercept,-0.5711751339076394,-1.0097397558982084,-0.3288009682504097,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_dynamic_vitals,calibration_slope,0.07434571701409155,-0.17806800759441574,0.21305593283233606,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_dynamic_vitals,mean_predicted_risk,0.3480725402980792,0.3308572654559007,0.3588368804568709,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_last_values,auroc,0.463879552099286,0.4205961658772406,0.49262451058331125,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_last_values,auprc,0.3232324996670076,0.2461310955978635,0.38403714933923644,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_last_values,brier,0.2413251834970612,0.2280614776428665,0.25188449827966314,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_last_values,calibration_intercept,-0.6415824095157869,-1.0785872497633606,-0.3840033210959388,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_last_values,calibration_slope,-0.029638813305284815,-0.3283947979422788,0.11641328109942616,1000,1000
primary_traceable,source_trained__corrected_primary__harmonized_last_values,mean_predicted_risk,0.3741654965699533,0.36724150610189576,0.3802686823973122,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_dynamic_vitals,auroc,0.504455140317031,0.45701738926374824,0.5330168920859161,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_dynamic_vitals,auprc,0.36478400034766084,0.2822904079226285,0.4237807046596064,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_dynamic_vitals,brier,0.23761496227826795,0.2193579100900409,0.2513152699217326,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_dynamic_vitals,calibration_intercept,-0.5704531870980963,-0.996643870907857,-0.3314723783843651,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_dynamic_vitals,calibration_slope,0.07827558705203486,-0.16462549275142846,0.21528666511770164,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_dynamic_vitals,mean_predicted_risk,0.35343413142335905,0.33622354937108334,0.3641463592515638,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_last_values,auroc,0.4661807116291096,0.423046293929168,0.4943951279429385,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_last_values,auprc,0.32489740078142254,0.24782965503534693,0.38512161708297943,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_last_values,brier,0.24127911210405933,0.2284616843582664,0.2515519725844025,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_last_values,calibration_intercept,-0.637332491182032,-1.067508096852839,-0.381876432071344,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_last_values,calibration_slope,-0.02310698259658218,-0.3164420738542521,0.12487517951575157,1000,1000
primary_traceable,source_trained__corrected_strict__harmonized_last_values,mean_predicted_risk,0.3776998969063351,0.3707433435464991,0.38388263714237986,1000,1000
freshness_180,corrected_primary_source_raw,auroc,0.4992016061643174,0.4614462491788243,0.556792872884201,1000,1000
freshness_180,corrected_primary_source_raw,auprc,0.3766824169789304,0.335837887964659,0.42424665077453266,1000,1000
freshness_180,corrected_primary_source_raw,brier,0.5123365539771378,0.41229912844062533,0.5756990874673908,1000,1000
freshness_180,corrected_primary_source_raw,calibration_intercept,-0.6516041069728884,-0.9977319074857025,-0.3949228671842451,1000,1000
freshness_180,corrected_primary_source_raw,calibration_slope,0.050853279938320936,-0.011410677638244071,0.12975201634706446,1000,1000
freshness_180,corrected_primary_source_raw,mean_predicted_risk,0.8566648594732853,0.6589475698491514,0.9449075153241391,1000,1000
