variant,model,n_new,hospitals_new,events_new,prevalence_new,status,auroc_new,auprc_new,brier_new,calibration_intercept_new,calibration_slope_new,mean_predicted_risk_new,n_old,hospitals_old,events_old,prevalence_old,auroc_old,auprc_old,brier_old,calibration_intercept_old,calibration_slope_old,mean_predicted_risk_old,delta_auroc,delta_auprc,delta_brier,delta_calibration_intercept,delta_calibration_slope,delta_mean_predicted_risk
primary_traceable,corrected_primary_source_raw,2104,37,734,0.3488593155893536,estimated,0.5039718371487103,0.34099614577249243,0.5205244092287068,-0.7915931849021928,0.0465078318252294,0.8262946455518408,2619,38,574,0.2191676212294769,0.5321767206494978,0.2324434312905522,0.6041413450203555,-1.4651104119132587,0.0555946499148701,0.8149178231550562,-0.028204883500787536,0.10855271448194023,-0.08361693579164875,0.673517227011066,-0.009086818089640701,0.011376822396784614
primary_traceable,corrected_primary_source_intercept_recalibrated,2104,37,734,0.3488593155893536,estimated,0.5039718371487103,0.3409961457724925,0.3943792598104712,-0.6251493536890372,0.04631167184706003,0.590467544372502,2619,38,574,0.2191676212294769,0.5321767206494978,0.2324434312905522,0.2517401291421239,-1.188909928806238,0.0554582064170921,0.3675793308781712,-0.028204883500787536,0.10855271448194029,0.14263913066834732,0.5637605751172007,-0.009146534570032068,0.22288821349433086
primary_traceable,corrected_primary_source_logistic_recalibrated,2104,37,734,0.3488593155893536,estimated,0.4960281628512897,0.33603237147927767,0.22751253067826707,-4.327133349507797,-5.6747102778682414,0.34253646057665094,2619,38,574,0.2191676212294769,0.4678232793505022,0.1992861473058497,0.1713215342345574,-12.100655308505711,-8.39704806466058,0.2160554998741592,0.02820488350078748,0.13674622417342797,0.05619099644370967,7.7735219589979145,2.7223377867923393,0.12648096070249173
primary_traceable,corrected_strict_source_raw,2104,37,734,0.3488593155893536,estimated,0.5041090713816901,0.34070595595184044,0.5204650242869222,-0.7946795324726651,0.04753319891034406,0.8273023452013536,2619,38,574,0.2191676212294769,0.5317303187003228,0.2312911917293371,0.6064362511364858,-1.4688273549159598,0.0547289106425957,0.8179125281356345,-0.02762124731863269,0.10941476422250335,-0.0859712268495636,0.6741478224432947,-0.007195711732251635,0.009389817065719064
primary_traceable,corrected_strict_source_intercept_recalibrated,2104,37,734,0.3488593155893536,estimated,0.5041090713816901,0.3407059559518404,0.3930366436725561,-0.6250876113066747,0.04734728074326623,0.5900608967052373,2619,38,574,0.2191676212294769,0.5317303187003228,0.2312911917293371,0.2520710241538486,-1.1888717557772628,0.0545496245317178,0.3677904917367081,-0.02762124731863269,0.10941476422250329,0.1409656195187075,0.5637841444705881,-0.007202343788451568,0.22227040496852923
primary_traceable,corrected_strict_source_logistic_recalibrated,2104,37,734,0.3488593155893536,estimated,0.4958909286183098,0.3359604994726276,0.22748083360766153,-4.746544189179743,-6.331965704598658,0.34286270065957763,2619,38,574,0.2191676212294769,0.4682696812996771,0.1992902199880672,0.1713281784985312,-11.74155413070128,-8.115949245947261,0.2159921950586107,0.02762124731863269,0.13667027948456043,0.05615265510913034,6.995009941521537,1.7839835413486034,0.12687050560096694
primary_traceable,target_native_refit,2104,37,734,0.3488593155893536,estimated,0.6324300403747092,0.4725976799383783,0.21556696007712212,-0.12147045012605133,0.8349359901582046,0.35550071718178106,2619,38,574,0.2191676212294769,0.5993346566368214,0.2787052661916013,0.1691136098582113,-0.39955450778565,0.606998415543317,0.1987978845185553,0.033095383737887785,0.19389241374677701,0.04645335021891081,0.27808405765959865,0.22793757461488762,0.15670283266322577
